source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
PSW09,Data 17,WG5IM_R20-Z00_2,4-week Midwest (PADD 2) Imports of Conventional Motor Gasoline with Fuel Ethanol,Midwest,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 17,WG5IM_R30-Z00_2,4-week Gulf Coast (PADD 3) Imports of Conventional Motor Gasoline with Fuel Ethanol,Gulf Coast,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 17,WG5IM_R40-Z00_2,4-week Rocky Mountain (PADD 4) Imports of Conventional Motor Gasoline with Fuel Ethanol,Rocky Mountain,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 17,WG5IM_R50-Z00_2,4-week West Coast (PADD 5) Imports of Conventional Motor Gasoline with Fuel Ethanol,West Coast,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,4-week
PSW09,Data 17,WG6IM_NUS-Z00_2,4-week U.S. Imports of Other Conventional Motor Gasoline,U.S.,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WG6IM_R10-Z00_2,4-week East Coast (PADD 1) Imports of Other Conventional Motor Gasoline,East Coast,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WG6IM_R20-Z00_2,4-week Midwest (PADD 2) Imports of Other Conventional Motor Gasoline,Midwest,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WG6IM_R30-Z00_2,4-week Gulf Coast (PADD 3) Imports of Other Conventional Motor Gasoline,Gulf Coast,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WG6IM_R40-Z00_2,4-week Rocky Mountain (PADD 4) Imports of Other Conventional Motor Gasoline,Rocky Mountain,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WG6IM_R50-Z00_2,4-week West Coast (PADD 5) Imports of Other Conventional Motor Gasoline,West Coast,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGRIMUS2,4-week U.S. Imports of Reformulated Motor Gasoline,U.S.,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGRIM_R10-Z00_2,4-week East Coast (PADD 1) Imports of Reformulated Motor Gasoline,East Coast,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGRIM_R20-Z00_2,4-week Midwest (PADD 2) Imports of Reformulated Motor Gasoline,Midwest,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGRIM_R30-Z00_2,4-week Gulf Coast (PADD 3) Imports of Reformulated Motor Gasoline,Gulf Coast,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGRIM_R40-Z00_2,4-week Rocky Mountain (PADD 4) Imports of Reformulated Motor Gasoline,Rocky Mountain,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGRIM_R50-Z00_2,4-week West Coast (PADD 5) Imports of Reformulated Motor Gasoline,West Coast,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGTIMUS2,4-week U.S. Imports of Total Gasoline,U.S.,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGTIM_R10-Z00_2,4-week East Coast (PADD 1) Imports of Total Gasoline,East Coast,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGTIM_R20-Z00_2,4-week Midwest (PADD 2) Imports of Total Gasoline,Midwest,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGTIM_R30-Z00_2,4-week Gulf Coast (PADD 3) Imports of Total Gasoline,Gulf Coast,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGTIM_R40-Z00_2,4-week Rocky Mountain (PADD 4) Imports of Total Gasoline,Rocky Mountain,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WGTIM_R50-Z00_2,4-week West Coast (PADD 5) Imports of Total Gasoline,West Coast,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,4-week
PSW09,Data 17,WKJIMUS2,4-week U.S. Imports of Kerosene-Type Jet Fuel,U.S.,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,4-week
PSW09,Data 17,WKJIM_R10-Z00_2,4-week East Coast (PADD 1) Imports of Kerosene-Type Jet Fuel,East Coast,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,4-week
PSW09,Data 17,WKJIM_R20-Z00_2,4-week Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel,Midwest,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,4-week
